id,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
385026,1,5,1,5,1,5,1,1,3,5,3,1,5,5,3,5,3,3,5,5,5,1,1,5,3,5,1,5,5,3,1,2,5,1,5,1,3,3,5,5,3,3,5,3,3,1,3,1,5,3
461167,3,3,1,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,3,3,3,3,1,5,2,5,3,5,5,5,3,3,3,3,1,5,5,5,5,1,3,3,5,5
110770,4,2,4,1,5,2,4,2,4,3,1,5,1,5,1,1,1,1,1,1,1,4,2,3,3,5,2,4,4,5,4,2,5,1,2,1,2,1,3,4,3,1,2,1,5,1,5,1,5,5
380821,1,5,1,5,1,5,1,5,1,5,5,2,5,1,5,5,5,5,5,5,2,5,1,5,1,5,3,5,5,5,2,5,5,5,1,5,5,5,1,1,5,2,5,1,5,1,5,4,5,1
177401,1,4,3,4,2,4,2,5,4,5,1,4,4,4,3,4,2,1,2,2,1,4,1,5,1,5,2,5,5,2,4,4,4,2,1,4,2,2,3,4,4,2,5,1,5,1,5,3,4,5
22260,2,4,2,4,2,4,2,4,2,5,5,2,4,2,2,2,4,4,4,3,4,4,4,3,4,1,3,1,1,2,4,2,1,4,2,4,2,3,1,4,4,2,5,2,5,1,4,4,4,4
130460,3,3,4,4,3,2,2,5,3,4,3,5,4,2,3,3,2,1,3,1,3,4,1,4,2,3,2,4,3,4,3,3,3,3,2,3,3,3,4,3,2,3,4,1,4,1,4,2,4,4
166885,3,3,3,3,3,3,3,3,4,4,4,2,4,2,4,4,4,3,4,4,2,4,4,4,2,4,2,3,4,3,3,2,4,4,2,3,3,3,2,4,4,2,4,2,4,2,4,4,4,4
482153,2,4,3,3,3,3,2,4,4,3,5,1,5,1,4,4,4,3,4,5,2,4,3,4,2,3,2,3,5,3,3,5,3,3,2,4,2,2,2,4,4,2,4,1,3,2,3,4,5,5
1013280,3,3,4,3,5,1,4,2,3,4,4,2,4,2,4,3,3,3,3,3,1,5,1,5,1,5,1,4,4,5,4,3,5,4,2,4,3,1,3,5,4,2,5,1,4,1,4,4,5,5
66663,4,2,5,1,5,1,4,1,5,3,1,5,1,5,5,1,1,1,3,1,5,1,5,2,1,1,2,1,1,1,5,5,5,1,1,5,5,2,3,5,5,1,5,1,5,1,5,4,1,5
66763,3,1,5,2,5,2,3,3,3,1,3,4,4,1,1,2,2,2,2,1,4,4,1,4,2,4,2,3,4,4,4,3,4,3,4,4,4,1,4,4,3,3,4,3,4,2,3,2,3,4
770093,1,4,2,5,4,2,4,5,4,5,5,4,5,1,4,4,5,5,2,5,4,4,4,4,4,4,5,2,3,4,2,5,5,5,1,5,2,5,3,5,1,5,5,4,2,1,4,2,5,5
373097,2,4,4,4,3,3,1,5,4,5,4,3,4,2,2,2,4,4,4,4,1,5,2,5,2,5,1,4,5,3,4,5,4,4,4,5,4,3,4,4,3,2,4,1,4,2,5,3,4,5
621990,5,2,4,2,4,2,4,3,4,2,1,5,2,4,4,1,2,1,1,1,1,4,4,4,2,4,2,4,4,4,3,3,4,2,3,2,4,1,3,3,5,3,5,3,5,1,4,5,4,5
6225,2,2,2,2,1,2,1,4,3,5,5,3,5,5,3,5,5,5,5,5,4,2,3,3,1,4,2,4,2,3,3,1,4,4,2,4,4,3,3,3,5,3,3,2,2,3,4,5,5,2
146301,1,4,3,5,2,3,1,5,1,5,3,3,4,1,3,2,2,2,2,5,1,5,1,5,2,5,2,4,4,3,4,2,5,2,2,3,4,2,3,2,4,1,5,1,4,1,5,4,5,5
363043,4,1,5,1,5,1,5,1,5,1,3,2,4,2,1,3,2,1,2,1,4,4,2,4,2,4,2,4,4,4,5,4,5,2,5,3,5,3,5,4,5,1,4,1,5,1,5,5,2,4
348634,5,3,1,2,1,1,1,5,3,5,5,2,5,1,1,1,1,1,5,1,1,3,1,5,1,5,1,5,2,5,4,4,1,2,1,5,4,1,1,5,3,4,4,1,5,1,3,1,5,5
928122,2,3,5,4,4,3,3,5,2,5,5,2,5,2,3,4,4,3,4,3,1,4,1,5,1,4,1,4,3,3,4,3,4,3,2,4,5,1,5,4,4,4,5,3,2,2,3,5,5,3
555147,5,3,5,3,5,3,5,1,5,1,4,4,4,4,4,3,1,1,2,2,1,5,2,5,1,5,1,5,5,5,4,1,4,2,5,1,5,2,5,3,2,1,5,1,5,1,4,1,5,5
378046,1,2,3,4,2,2,2,4,2,5,5,3,4,2,2,2,4,4,3,4,1,3,2,4,2,4,2,4,4,4,4,4,4,2,4,2,4,1,4,4,4,1,4,2,4,2,4,4,5,4
777369,5,1,4,4,5,4,5,5,3,3,2,5,5,1,1,1,2,2,1,1,1,3,1,5,1,5,1,5,5,5,3,1,4,1,3,1,5,3,5,5,3,2,3,1,4,1,5,3,5,3
889012,3,1,4,3,3,1,3,3,3,4,4,3,5,1,3,3,3,2,2,4,2,3,3,4,2,4,2,3,2,3,4,5,4,4,2,4,3,3,2,4,4,2,3,3,3,4,4,4,3,3
878096,3,2,1,3,3,3,3,5,1,3,4,3,4,1,1,4,5,1,5,4,1,5,1,4,1,4,1,3,3,3,3,1,4,1,5,1,5,3,3,3,2,4,2,1,3,3,4,1,2,2
305845,3,4,3,4,2,3,1,4,2,4,1,2,3,2,4,4,3,3,4,3,2,2,3,4,4,4,4,4,3,3,4,3,4,2,3,4,4,4,3,4,5,1,2,2,3,4,5,4,4,2
529431,5,1,5,1,5,1,5,1,5,1,4,5,3,5,1,4,4,5,3,1,3,5,4,5,2,5,1,4,5,5,1,5,2,5,1,5,4,5,2,1,4,3,5,5,5,3,5,2,3,5
9206,3,1,5,5,5,1,5,3,3,1,3,5,1,1,3,1,2,3,3,1,1,5,1,5,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,4,1,3,2,5,1,5,3,5,5
516517,1,2,2,3,1,2,1,3,2,5,3,5,4,3,2,4,4,3,4,4,5,5,1,5,3,5,2,4,4,5,2,1,5,2,4,1,1,3,2,3,3,1,5,1,5,1,4,2,5,5
302543,3,5,3,3,2,3,2,3,2,3,2,3,3,3,2,1,2,2,3,3,3,5,1,4,2,3,2,2,3,3,2,3,4,3,2,3,3,2,3,1,3,3,3,2,3,3,3,2,3,4
228101,2,3,5,3,4,3,4,4,1,2,2,2,4,4,3,2,2,1,2,2,1,5,1,5,2,4,1,5,5,5,3,2,5,1,3,2,4,1,3,5,4,1,4,2,4,1,4,1,4,5
1009923,4,2,4,3,4,2,4,2,3,3,2,3,4,4,2,3,4,3,3,4,1,4,4,4,3,5,2,4,5,4,3,5,2,5,4,5,1,3,2,3,4,1,5,2,4,1,4,4,5,5
967735,5,1,5,1,5,1,4,2,4,2,5,3,5,2,4,5,4,4,5,3,1,5,4,5,1,4,1,4,5,4,4,4,3,2,2,3,3,2,2,4,3,1,5,1,4,2,2,3,4,5
833867,4,2,5,1,5,1,4,2,4,3,2,4,3,5,2,1,3,1,2,1,5,5,1,4,1,5,1,4,5,5,4,4,4,1,2,4,3,2,2,4,4,1,4,4,5,1,5,2,5,5
695345,3,3,3,3,3,2,2,3,2,3,4,2,4,3,3,3,4,4,4,4,2,3,1,4,3,3,2,3,5,3,3,3,4,3,4,4,3,3,3,3,3,2,4,2,3,2,3,2,3,3
595556,2,3,3,3,3,3,1,4,3,4,3,5,4,4,2,3,2,2,3,2,1,4,2,4,3,4,2,4,4,4,3,2,4,2,2,4,4,3,3,3,3,1,3,1,4,4,4,3,4,4
384028,2,4,4,3,3,3,2,4,2,3,3,3,4,2,3,4,2,2,2,4,3,3,2,4,2,4,3,3,4,3,2,4,4,4,3,4,1,2,1,3,1,2,4,2,4,2,5,1,4,4
579439,1,5,5,5,5,3,3,5,1,5,3,1,5,2,4,5,2,3,5,3,1,5,1,5,1,5,1,5,5,4,3,1,5,1,4,1,5,1,5,2,3,1,3,3,4,1,5,1,5,3
487731,4,2,5,2,5,1,5,2,4,1,2,4,2,4,3,4,2,1,2,2,2,5,1,4,2,4,1,3,5,4,3,4,4,3,2,2,3,2,3,3,4,2,4,1,3,2,4,4,3,4
409644,1,5,1,5,1,5,1,5,1,5,4,3,4,2,3,4,3,3,3,4,4,2,1,3,4,3,5,1,4,1,3,1,4,3,3,2,3,5,1,3,4,1,4,1,2,1,4,3,5,4
368942,3,1,5,2,4,2,3,2,5,4,3,3,4,3,2,3,3,3,3,2,1,5,1,4,2,4,2,3,4,5,4,5,2,3,1,5,3,3,2,3,4,1,5,2,4,1,4,4,4,3
536904,2,3,3,4,3,4,2,4,3,3,4,1,4,1,3,2,5,4,4,2,3,3,4,4,2,4,4,4,2,4,3,2,4,2,2,1,5,3,4,4,2,2,2,4,3,3,5,2,2,3
552162,3,2,4,2,4,2,3,4,2,4,4,4,2,2,4,3,2,3,2,3,1,5,2,4,2,4,2,4,4,3,2,2,4,2,5,2,4,2,4,2,3,1,4,1,3,2,4,2,5,3
258216,2,3,1,4,1,3,1,5,1,4,5,1,5,1,5,4,3,4,4,5,1,2,1,4,2,3,3,3,3,1,2,1,3,3,3,2,4,2,3,3,3,3,4,2,3,3,3,2,5,4
430868,4,1,4,1,5,1,4,2,5,1,2,2,5,4,1,2,4,2,5,2,2,4,2,3,2,4,2,4,2,4,3,3,4,1,4,4,4,1,1,5,5,1,5,1,4,1,5,5,5,5
807387,3,1,5,1,5,1,5,2,5,2,4,3,4,3,3,3,4,5,4,5,5,5,2,5,2,4,2,3,3,4,2,4,2,2,1,5,3,3,1,3,5,2,5,3,4,1,5,4,4,5
915663,3,4,3,4,2,2,2,2,4,5,5,3,5,2,3,4,2,1,5,4,2,3,3,4,2,4,4,4,3,2,2,5,5,3,1,5,4,2,4,4,4,4,5,1,4,1,4,3,4,4
262131,2,1,3,3,4,4,3,5,2,4,3,4,4,3,2,3,2,1,3,3,2,3,2,3,2,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,2,3,4,2,5,3,4,2,4,3
640497,3,1,3,2,5,1,4,3,4,3,2,3,4,4,2,2,2,1,4,1,3,4,3,3,2,3,2,1,2,3,5,2,5,1,3,1,5,4,5,4,5,1,3,2,4,3,5,5,4,3
79240,1,3,2,4,2,3,1,4,2,5,4,2,5,3,2,3,4,4,3,4,2,3,4,3,3,3,3,3,3,2,2,5,4,5,1,4,3,4,1,3,3,2,4,2,3,2,3,4,5,4
431567,1,1,5,1,5,3,5,5,3,3,1,5,1,5,1,1,1,1,1,1,3,5,1,5,1,5,1,5,4,5,5,1,5,1,5,1,5,1,5,5,3,1,3,1,4,1,5,3,1,4
1002371,1,4,3,4,3,4,2,3,4,5,5,1,5,2,4,2,3,2,3,3,1,4,1,4,1,5,2,5,4,3,3,2,5,2,4,2,5,1,4,5,3,3,3,4,3,3,3,2,5,3
3459,1,3,2,3,4,4,1,5,1,5,4,4,4,3,4,1,1,1,4,2,4,2,5,3,1,1,3,4,2,3,2,4,5,4,1,5,1,3,4,4,4,5,4,4,3,2,4,2,4,5
691249,2,4,2,3,2,4,2,2,3,5,1,3,4,1,4,2,2,2,2,4,1,4,1,4,1,5,1,4,4,3,1,4,3,4,2,5,1,3,2,3,2,2,4,3,3,3,2,2,4,3
843903,2,3,3,3,3,3,2,3,3,5,1,5,1,3,3,3,3,2,3,1,4,3,2,4,3,2,3,3,3,3,3,4,4,2,1,4,4,2,4,3,3,1,5,2,4,1,4,4,4,3
284418,2,1,4,2,4,2,4,2,3,2,5,2,5,2,4,4,5,5,5,4,1,4,4,5,2,5,2,4,5,4,4,2,4,2,4,1,5,2,5,4,5,2,5,2,4,1,5,5,5,4
971536,1,5,2,5,1,5,1,3,1,5,5,2,5,4,5,5,5,5,5,3,3,4,3,4,3,3,3,3,3,3,3,1,5,3,3,2,5,3,4,3,1,5,5,2,4,1,3,1,3,3
357850,4,2,5,1,5,1,5,3,4,2,2,5,2,4,1,2,2,2,2,1,1,5,1,5,1,4,1,5,5,5,4,2,4,1,5,1,4,1,4,5,4,1,4,1,4,2,4,4,5,4
707097,1,5,1,5,2,5,1,5,1,5,5,5,5,4,5,5,5,5,5,5,1,5,1,5,1,5,2,5,5,3,5,5,5,1,1,5,5,5,4,2,1,5,5,1,4,1,4,1,5,5
53482,2,2,4,4,4,2,4,3,3,2,4,4,3,2,2,2,2,3,3,2,2,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,2,2,4,4,2,3,3,2,3,2,4,2,4,3
773136,3,2,3,3,2,2,2,3,3,4,5,1,3,2,2,4,3,3,4,3,2,4,4,5,2,4,2,2,5,3,1,5,4,4,1,5,1,4,2,5,4,1,5,1,5,1,3,3,5,5
820933,1,2,4,4,2,2,3,4,1,3,1,4,1,4,5,2,2,2,3,2,2,3,3,4,4,3,2,3,3,4,3,5,2,4,4,3,4,2,4,4,3,4,5,4,4,1,3,3,3,5
555607,3,3,3,4,2,4,4,5,1,2,3,2,2,3,4,5,4,4,3,3,4,3,3,5,3,4,4,5,5,4,3,2,2,3,2,4,1,4,1,2,1,5,4,5,3,1,1,5,4,2
261096,4,2,4,2,4,2,3,2,4,2,3,5,4,4,2,1,1,1,1,1,1,5,1,5,1,3,1,5,5,4,4,1,5,1,3,1,4,1,4,5,3,2,5,2,4,2,4,2,5,4
461656,1,2,4,4,4,2,3,4,3,3,2,4,3,4,2,2,3,2,1,2,4,4,1,4,2,4,2,3,4,4,4,3,5,3,2,2,3,2,2,4,4,2,4,3,3,4,4,3,3,3
326305,3,5,1,5,2,4,1,4,1,5,4,1,4,1,4,4,4,4,2,4,4,2,1,4,4,2,4,3,4,2,4,1,4,2,2,5,4,4,1,4,3,2,3,2,3,4,3,4,4,4
210887,2,5,2,5,1,5,3,3,3,5,5,2,5,2,5,5,3,3,4,4,4,5,4,3,3,5,4,3,1,3,3,5,4,5,4,5,5,1,3,3,1,3,5,1,4,1,1,1,5,5
977080,2,2,2,4,5,2,1,5,2,2,3,4,4,4,2,1,3,1,1,2,3,2,1,1,4,2,4,2,2,4,1,4,5,4,1,3,3,3,2,2,3,3,4,4,3,4,4,4,4,4
135724,4,1,4,2,4,1,4,2,5,2,3,3,4,2,2,2,4,3,3,2,1,4,3,4,2,4,2,4,4,2,1,4,2,3,2,4,3,2,1,2,5,2,4,2,3,1,4,4,4,4
581247,4,4,3,3,3,2,3,4,2,4,3,4,4,2,2,4,4,2,3,2,1,4,2,5,1,4,2,4,4,4,4,4,4,2,4,2,4,2,4,3,3,2,4,2,3,2,4,2,4,3
137832,3,2,3,3,5,3,3,4,3,3,1,2,3,5,4,1,1,1,3,1,4,5,1,3,1,3,1,5,4,4,4,3,3,1,3,5,5,3,3,3,3,3,3,3,3,3,3,1,4,3
720669,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,4,1,1,4,1,3,1,1,3,5,5,4,3,2,3,2,2,4,2,4,1,1,3,5,3,1,3,5,3,4,2,2,1,5,4
616046,1,4,2,4,2,4,2,5,3,5,5,2,5,1,4,5,5,5,4,5,1,2,2,5,1,5,2,5,5,4,2,3,3,4,2,3,3,3,1,3,4,2,5,3,4,1,4,4,5,5
488418,2,3,3,4,2,2,1,2,2,5,5,3,5,2,2,3,2,2,4,4,2,4,2,4,2,3,1,4,2,3,2,4,4,5,1,5,2,2,2,4,5,1,4,2,4,2,5,5,3,4
183747,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,2,1,5,5,1,1,5,5,1,1,1,5,5,1,3,1,5,5,1,1,5,1,5,1,1,1,1,5,1,1,5,1
204830,3,5,3,4,4,4,1,4,3,4,4,3,4,3,4,5,2,4,4,3,1,4,1,5,2,4,2,4,4,4,4,2,4,2,4,2,4,4,4,4,4,3,4,3,3,2,4,3,4,3
851550,3,3,5,5,5,1,5,3,5,3,5,1,5,1,1,1,3,1,3,2,1,5,1,5,1,5,1,3,3,5,3,5,5,1,1,5,1,2,1,5,4,1,5,2,5,1,5,3,1,5
239383,4,1,5,2,5,1,3,4,5,2,2,5,2,4,2,2,5,3,5,1,1,5,5,4,2,4,1,4,4,3,3,5,4,3,2,4,3,4,2,3,5,1,5,2,5,1,5,5,5,5
506228,1,3,4,4,4,3,4,3,3,1,1,5,5,3,1,1,2,1,1,1,3,4,1,4,2,4,1,4,5,4,2,3,3,1,1,1,4,2,4,5,3,1,3,2,3,1,3,1,5,3
10872,2,2,4,2,5,2,3,3,3,3,4,2,4,1,4,4,3,4,4,5,4,5,2,3,3,3,1,3,3,3,3,2,3,2,2,4,4,4,4,3,4,4,4,3,3,2,3,3,2,3
284090,2,4,2,5,3,4,1,5,1,4,5,2,5,1,4,4,3,3,4,5,1,3,2,4,2,5,2,4,5,3,1,5,4,3,1,3,4,4,3,1,3,2,4,1,3,2,3,3,5,4
832567,5,5,4,3,3,3,4,5,3,4,1,4,2,4,1,1,4,3,1,1,1,5,1,5,1,3,1,5,5,3,5,3,5,1,2,1,3,1,3,5,4,1,5,1,5,1,5,4,4,5
959853,4,2,5,1,5,1,5,2,5,2,3,4,4,5,2,1,1,1,2,1,1,5,1,5,1,5,1,5,4,5,5,1,5,1,5,1,5,1,5,5,5,4,5,4,5,1,5,5,5,5
813792,2,4,1,5,1,5,1,5,1,5,4,2,4,1,3,3,4,4,4,5,1,3,2,5,3,5,4,2,5,3,2,4,4,3,2,4,4,3,3,3,1,3,2,4,2,5,4,1,5,1
188825,3,2,3,2,3,3,3,3,3,3,1,4,4,3,2,2,2,2,2,2,5,4,1,5,1,5,2,4,5,3,3,5,4,1,2,5,4,3,2,4,5,1,5,1,5,1,5,5,5,5
966216,1,5,5,5,3,3,1,5,1,5,1,3,5,3,5,3,3,1,3,3,1,3,1,5,5,5,3,5,5,5,5,1,5,5,5,1,5,1,1,5,3,1,3,1,5,1,5,3,3,3
91598,3,4,5,4,4,1,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,5,2,2,1,4,2,4,4,4,4,4,4,4,2,5,5,4,4,4,2,2,4,1,4,2,5,2,5,4
590470,4,3,4,2,5,3,2,1,1,3,2,5,2,5,2,3,1,1,5,1,1,5,2,4,1,5,1,4,2,5,2,3,4,2,1,4,4,2,4,3,4,2,4,1,3,1,3,4,5,3
930668,3,2,3,2,4,2,5,3,5,3,3,3,5,3,3,1,2,1,2,3,3,3,3,4,1,5,3,3,3,3,5,2,4,2,3,1,5,2,5,3,5,3,3,1,4,3,5,4,5,4
794419,1,3,4,4,3,2,3,5,2,5,4,3,5,1,1,5,5,4,5,5,3,5,5,3,2,4,1,4,4,4,3,5,5,4,1,5,2,4,1,2,2,1,5,1,4,1,4,3,5,4
925702,2,4,5,4,4,1,3,4,4,5,5,1,5,2,4,5,3,4,5,4,1,5,1,5,1,5,1,1,5,4,5,1,5,1,5,1,5,1,5,5,5,2,5,1,5,2,5,4,5,5
568797,5,1,5,1,5,2,5,1,5,1,1,5,1,5,1,1,1,1,1,1,5,5,4,4,5,1,2,2,5,5,3,4,5,1,1,4,1,4,1,1,5,1,5,1,5,1,4,5,5,5
303255,3,1,4,5,5,1,5,4,2,4,4,2,5,4,1,2,2,1,3,2,1,4,3,4,2,4,2,5,3,4,5,4,5,2,4,2,4,1,3,4,3,2,5,2,4,2,5,2,5,5
564202,2,2,2,4,4,4,1,4,4,4,5,4,5,4,2,2,1,1,2,1,1,4,1,5,1,5,1,4,5,4,5,5,5,1,1,1,4,1,5,5,5,1,1,2,4,2,5,5,5,2
476733,3,4,2,4,2,4,4,3,3,4,1,4,2,4,2,1,1,1,1,2,2,3,2,3,2,2,2,3,3,3,3,4,4,4,2,3,4,2,2,4,3,2,4,1,4,2,4,3,4,4
877307,5,1,4,1,5,1,4,3,4,2,4,4,4,5,4,4,4,3,2,1,1,5,2,4,2,5,2,4,4,5,2,5,4,4,5,4,2,2,1,4,4,1,5,1,4,1,4,4,4,5
728031,2,3,4,3,5,2,5,5,1,2,1,4,2,5,3,1,1,1,2,1,4,3,2,4,2,5,1,5,4,3,5,3,4,2,5,1,5,3,4,5,3,3,4,2,3,1,4,4,4,5
80801,4,3,3,3,3,3,3,3,3,4,4,3,4,2,4,3,4,4,4,2,5,4,3,3,3,5,3,4,4,3,4,1,4,3,4,1,4,2,4,4,4,3,4,2,4,1,4,4,4,4
193342,4,2,2,2,3,2,3,2,3,2,5,2,5,1,4,4,4,4,5,5,2,3,4,3,2,4,3,3,3,1,4,2,5,2,1,2,4,3,2,5,5,2,4,1,5,2,4,5,5,4
787868,2,1,2,4,3,2,3,4,3,4,5,3,5,2,4,5,5,5,5,5,4,3,2,4,2,5,3,4,4,3,3,5,5,3,1,3,2,5,1,3,5,5,5,1,5,1,5,5,5,5
258000,3,3,4,3,4,2,3,3,3,2,2,3,2,3,2,2,2,1,3,1,1,4,2,5,1,5,1,5,4,4,4,1,5,1,4,1,5,1,4,4,3,2,3,2,4,4,4,3,3,4
288927,1,5,2,5,3,5,1,5,1,5,4,3,3,3,4,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,3,5,3,1,3,3,3,3,4,3,3,3,3,3,2,3,3,3
724836,4,1,4,2,4,1,4,1,4,3,2,4,4,1,2,3,3,2,3,3,1,5,4,4,2,4,2,4,4,4,3,2,3,2,1,4,3,2,2,4,5,1,5,1,4,1,4,5,5,5
741033,3,2,5,2,4,2,4,2,4,2,2,3,4,1,1,1,4,4,2,4,1,4,2,5,1,5,2,4,4,3,4,3,4,1,2,2,4,2,4,4,4,1,3,1,4,3,5,4,4,4
594183,4,1,5,2,5,1,4,4,4,2,3,4,1,4,2,2,2,2,2,2,1,4,1,5,1,5,2,5,4,5,4,4,5,2,4,2,5,3,4,4,2,2,2,4,3,3,4,1,2,2
975117,3,2,4,2,4,1,3,3,4,3,2,4,3,4,3,2,2,2,2,2,1,5,2,5,1,4,1,4,4,3,4,5,4,2,3,4,3,1,2,4,5,1,5,1,3,1,4,5,5,4
668647,3,3,4,4,3,1,3,3,4,3,4,3,4,1,1,3,3,4,1,5,1,4,2,5,1,5,1,5,5,5,1,4,4,4,1,5,4,5,2,1,5,1,4,1,5,3,5,5,5,4
554082,1,5,2,5,1,4,1,5,2,5,5,3,5,4,4,4,2,2,5,2,1,5,1,5,1,5,1,5,4,3,4,5,5,4,2,1,4,1,4,4,4,3,4,4,4,1,3,4,5,4
879830,2,5,4,4,4,2,2,4,2,3,2,3,4,2,1,1,3,1,1,2,2,4,1,4,2,4,1,5,4,4,5,2,4,1,4,2,4,1,4,4,4,4,3,2,5,4,4,4,4,4
946208,3,3,4,3,4,2,3,3,3,3,2,4,3,4,1,1,1,1,3,1,2,4,4,3,2,2,2,5,3,5,3,1,4,2,3,4,5,1,3,3,4,3,5,3,4,1,5,4,5,5
603547,4,1,3,2,5,1,5,1,5,1,1,5,1,4,5,2,1,1,5,1,3,4,5,4,1,4,2,4,3,3,2,3,5,1,1,4,3,5,2,4,5,1,5,1,5,1,5,5,5,5
46801,3,2,4,3,2,2,3,4,3,3,3,4,4,4,2,3,3,3,3,2,2,4,2,5,2,4,2,4,4,4,3,4,3,4,3,4,3,3,2,4,4,3,4,3,4,2,4,4,5,4
668017,2,4,2,4,2,4,1,5,1,4,5,2,5,1,3,3,5,4,4,4,3,3,3,4,3,4,4,4,3,2,3,4,4,4,3,3,4,1,4,4,4,1,5,1,4,1,4,4,5,4
515326,3,3,3,5,3,1,1,5,1,5,5,3,5,1,3,5,3,3,3,1,1,3,1,5,3,5,1,3,5,5,5,1,5,1,3,1,5,1,5,5,3,3,3,3,3,3,3,1,5,3
481393,4,1,5,1,5,1,5,2,4,1,2,3,4,3,3,3,3,2,3,3,2,5,2,3,1,3,1,4,5,3,3,3,4,2,3,5,4,2,4,3,2,2,3,2,4,1,3,2,5,5
428419,1,2,3,2,4,2,3,4,2,4,4,3,4,4,2,2,2,2,4,2,1,5,1,5,1,4,1,4,5,4,4,4,4,2,2,4,5,2,4,4,5,2,4,1,4,1,2,2,5,4
935495,4,3,3,2,2,3,5,3,4,3,1,5,3,5,1,1,1,1,1,1,2,4,2,4,4,5,2,3,4,4,4,1,3,2,2,2,4,3,2,3,2,3,3,2,4,4,4,2,4,4
110633,1,1,2,4,4,1,2,4,2,4,2,3,3,2,2,3,4,3,3,3,1,5,1,5,2,5,2,4,5,3,3,4,5,2,3,4,4,2,2,4,3,1,5,1,5,1,4,1,4,5
175816,2,2,4,2,4,3,4,4,3,3,4,5,4,5,4,1,2,2,1,2,1,5,1,5,2,4,2,5,4,4,4,2,3,4,2,2,4,4,2,4,3,2,3,3,3,2,4,2,4,4
142846,3,2,2,1,5,3,4,2,1,2,4,2,5,3,3,2,2,3,2,2,3,4,3,2,3,3,2,3,5,2,2,4,4,2,2,2,3,2,3,4,3,3,5,1,2,3,4,4,4,4
678645,4,2,2,2,2,2,1,3,4,5,4,2,5,1,4,5,5,5,5,5,2,4,2,4,4,4,3,4,4,2,2,4,4,3,2,4,4,4,2,3,4,2,4,1,4,2,4,4,5,5
176401,4,3,5,1,5,1,5,2,5,1,1,5,1,5,1,1,1,1,1,1,2,4,1,5,1,1,1,4,4,2,4,1,5,1,5,1,2,1,4,3,4,1,5,2,4,1,5,2,3,3
76701,1,3,2,5,3,2,1,4,3,5,5,1,5,1,5,5,5,5,5,5,2,3,2,4,2,5,2,5,5,1,3,4,3,4,3,1,5,2,3,3,4,4,5,2,4,1,3,5,5,5
1007285,2,1,5,2,4,1,3,2,3,2,5,1,5,1,4,4,5,5,3,5,1,5,2,5,1,5,1,5,5,3,3,2,4,4,2,1,5,2,3,4,4,1,3,1,4,2,4,5,5,4
269985,1,4,2,4,2,3,1,5,2,5,3,4,5,2,4,2,1,1,1,4,1,4,1,3,1,4,2,3,3,3,3,5,4,3,2,4,4,4,3,3,4,4,1,3,2,4,4,4,4,2
965021,1,3,5,3,4,4,4,3,4,4,2,2,4,2,3,4,3,4,4,2,5,5,1,5,2,5,1,2,5,4,3,1,5,2,5,4,4,3,4,5,3,1,4,4,5,1,4,2,4,4
173218,1,3,5,5,4,2,2,5,4,5,5,5,5,3,2,4,5,1,5,3,4,5,2,5,1,4,1,5,4,5,5,1,5,1,4,1,5,1,5,5,5,1,5,1,5,1,5,4,5,5
990448,1,2,2,4,2,3,1,4,3,4,4,2,4,3,3,2,3,2,3,2,2,3,4,3,3,4,3,2,2,4,2,5,2,4,2,3,2,4,2,2,1,1,4,1,4,2,4,4,5,4
295689,2,3,3,4,4,2,3,3,3,4,3,3,3,1,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,2,4,4,4,2,4,4,4,2,4,4,4,1,4,2,4,1,4,4,4,4
251166,1,5,3,5,1,5,1,4,2,5,5,2,5,5,5,2,5,5,3,3,3,5,1,3,4,5,2,2,2,2,3,2,2,5,3,1,4,3,5,2,2,1,4,2,3,1,2,3,5,4
364484,1,4,2,5,4,1,2,5,2,5,5,2,5,3,5,5,5,5,5,5,5,5,4,5,1,5,2,2,5,4,1,3,5,5,1,4,2,2,1,4,3,3,5,3,5,2,5,2,5,5
164309,3,1,5,1,5,1,5,4,5,3,1,3,2,2,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,2,4,4,4,3,4,1,5,3,3,5,5,1,5,2,5,1,5,5,5,5
937118,2,3,4,2,4,1,4,4,3,2,3,4,3,1,1,1,1,1,3,1,1,4,3,4,2,3,1,4,4,4,4,2,4,1,4,1,4,1,4,4,4,2,4,2,4,1,4,3,3,4
